"id","pyoe_max","delta_max","second_delta_max","pyoe_min","delta_min","second_delta_min","pyoe_mean","delta_mean","second_delta_mean","pyoe","delta_first","second_delta_first","gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","specialTeamsPlayType","specialTeamsResult","kickerId","returnerId","kickBlockerId","yardlineSide","yardlineNumber","gameClock","penaltyCodes","penaltyJerseyNumbers","penaltyYards","preSnapHomeScore","preSnapVisitorScore","passResult","kickLength","kickReturnYardage","playResult","absoluteYardlineNumber","displayName"
"2020092002--3408",3.71003219604492,16.7098264694214,15.3542087078094,-2.57388912200928,-3.2716863155365,-17.9350290298462,0.403841540214297,-0.0697531836728255,-0.0299965937932332,-1.15418952941894,16.7098264694214,15.3542087078094,2020092002,3408,"J.Fox kicks 58 yards from DET 35 to GB 7. T.Ervin to GB 26 for 19 yards (T.Johnson; R.Ragland).",4,0,0,"DET","Kickoff","Return",48258,43408,NA,"DET",35,46800,NA,NA,NA,34,21,NA,58,19,39,45,"Tyler Ervin"
"2020092002--3653",6.52460956573486,15.49241065979,14.8258857727051,-3.36138282775879,-3.53418922424316,-12.4983520507812,1.8862335781197,-0.0873127248304993,-0.00796551290732711,5.19480125427246,15.49241065979,14.8258857727051,2020092002,3653,"M.Crosby kicks 69 yards from GB 35 to DET -4. J.Agnew to DET 23 for 27 yards (V.Scott).",4,0,0,"GB","Kickoff","Return",32386,44978,NA,"GB",35,28740,NA,NA,NA,42,21,NA,69,27,42,75,"Jamal Agnew"
"2020092003--1005",3.96057050704956,10.2891307175159,10.7596786022186,-8.16906070709229,-2.98359251022339,-10.658232241869,-1.21234792164394,0.244740385029997,0.0252921144877161,1.83650520324707,10.2891307175159,10.7596786022186,2020092003,1005,"(13:24) B.Colquitt punts 36 yards to MIN 46, Center-A.Cutting. N.Hines pushed ob at MIN 35 for 11 yards (M.Boone).",2,4,5,"MIN","Punt","Return",34723,46173,NA,"MIN",10,48240,NA,NA,NA,0,3,NA,36,11,25,20,"Nyheim Hines"
"2020092003--1142",0.452803273200988,23.7733486890793,23.4689300656319,-11.5702126312256,-3.58641815185547,-27.2329052686691,-4.14860175052514,-0.0243627681181981,-0.0175816737688505,-11.5702126312256,23.7733486890793,23.4689300656319,2020092003,1142,"R.Sanchez kicks 60 yards from IND 35 to MIN 5. K.Osborn to MIN 20 for 15 yards (Z.Franklin).",2,0,0,"IND","Kickoff","Return",45153,52584,NA,"IND",35,42300,NA,NA,NA,7,3,NA,60,15,45,75,"K.J. Osborn"
"2020092003--1265",5.56980064392089,9.17343777418137,8.90814685821533,-3.04267688751221,-3.77021598815918,-9.27900856733322,0.553697236478323,-0.00746975004673004,-0.0043004435300827,-0.0661441040039108,9.17343777418137,8.90814685821533,2020092003,1265,"(9:08) B.Colquitt punts 46 yards to IND 32, Center-A.Cutting. N.Hines to IND 44 for 12 yards (T.Conklin). IND-M.Adams was injured during the play.  PENALTY on IND-I.Rodgers, Tripping, 10 yards, enforced at IND 34.",2,4,8,"MIN","Punt","Return",34723,46173,NA,"MIN",22,32880,"TRP","IND 34",10,7,3,NA,46,2,54,32,"Nyheim Hines"
"2020092003--1621",-0.170203855037698,15.5412607192993,16.3298845291138,-15.1642295074463,-3.33256149291992,-14.4897298812866,-6.48513222399431,-0.0317594412809763,0.0209977622979727,-13.6603717041016,15.5412607192993,16.3298845291138,2020092003,1621,"B.Colquitt kicks 50 yards from MIN 20 to IND 30. J.Wilkins MUFFS catch, and recovers at IND 29. J.Wilkins to IND 32 for 3 yards (K.Boyd).",2,0,0,"MIN","Kickoff","Muffed",34723,46238,NA,"MIN",20,17640,NA,NA,NA,9,3,NA,51,3,48,30,"Jordan Wilkins"
"2020092003--2102",-3.31244907379151,18.0584754943848,18.0584754943848,-9.88901741027832,-3.31845378875732,-19.6022281646729,-6.37611148127803,0.204811202155219,-0.00692466453269676,-8.76244819641114,18.0584754943848,18.0584754943848,2020092003,2102,"R.Sanchez kicks 46 yards from IND 35 to MIN 19. C.Ham to MIN 30 for 11 yards.",2,0,0,"IND","Kickoff","Return",45153,43971,NA,"IND",35,1440,NA,NA,NA,15,3,NA,46,11,35,75,"C.J. Ham"
"2020092003--2803",7.05715564727784,4.65094876289368,3.46371936798096,-5.90294315338134,-2.18053722381592,-3.43077111244202,1.94910982513428,0.0661067565282186,-0.0716957330703735,5.46295337677002,4.65094876289368,3.46371936798096,2020092003,2803,"(5:34) B.Colquitt punts 43 yards to IND 19, Center-A.Cutting. N.Hines pushed ob at IND 35 for 16 yards (A.Cutting).",3,4,32,"MIN","Punt","Return",34723,46173,NA,"MIN",38,20040,NA,NA,NA,18,3,NA,43,16,27,48,"Nyheim Hines"
"2020092003--3199",6.10126625061035,21.9296103715897,22.3185980319977,-4.80157466888427,-4.01948738098145,-21.9717494249344,-0.45722544250817,-0.00499897167600434,-0.00521089290750438,-0.784256820678706,21.9296103715897,22.3185980319977,2020092003,3199,"R.Sanchez kicks 63 yards from IND 35 to MIN 2. K.Osborn to MIN 27 for 25 yards (T.Carrie).",4,0,0,"IND","Kickoff","Return",45153,52584,NA,"IND",35,50400,NA,NA,NA,25,3,NA,63,25,38,45,"K.J. Osborn"
"2020092003--3288",3.13525407791138,3.82820796966553,3.71039950847626,-3.29529232025146,-3.04739809036255,-3.32675552368164,0.0620847288767511,-0.0220655699570974,0.000605305035909017,3.13525407791138,3.82820796966553,3.71039950847626,2020092003,3288,"(12:41) B.Colquitt punts 43 yards to IND 27, Center-A.Cutting. N.Hines to IND 38 for 11 yards (K.Boyd, E.Wilson).",4,4,7,"MIN","Punt","Return",34723,46173,NA,"MIN",30,45660,NA,NA,NA,25,3,NA,43,11,32,80,"Nyheim Hines"
"2020092003--41",0.464179687499993,28.1103499531746,28.1592777967453,-6.46181053161622,-4.69997215270996,-31.1169055104256,-2.50852465963832,0.00889701586143643,0.000959369481778612,-6.46181053161622,28.1103499531746,28.1592777967453,2020092003,41,"R.Sanchez kicks 69 yards from IND 35 to MIN -4. K.Osborn to MIN 22 for 26 yards (J.Glasgow, A.Dulin).",1,0,0,"IND","Kickoff","Return",45153,52584,NA,"IND",35,54000,NA,NA,NA,0,0,NA,69,26,43,45,"K.J. Osborn"
"2020092003--414",1.36667384147644,20.2768583297729,19.4441418647766,-6.82571342468262,-4.28077411651611,-21.1821317672729,-2.26828086476326,-0.0465569186210632,-0.0177567601203918,-1.89777618408203,20.2768583297729,19.4441418647766,2020092003,414,"D.Bailey kicks 67 yards from MIN 35 to IND -2. A.Dulin to IND 22 for 24 yards (R.Connelly).",1,0,0,"MIN","Kickoff","Return",38134,48118,NA,"MIN",35,32460,NA,NA,NA,0,3,NA,67,24,43,75,"Ashton Dulin"
"2020092004--1033",2.60749328613281,4.76602172851562,2.82282590866089,-3.25799785614014,-3.13610982894897,-4.43586826324463,-0.0220275274301247,-0.0637395015129676,-0.0730754198172154,-3.25799785614014,4.76602172851562,0.66517698764801,2020092004,1033,"(14:49) M.Haack punts 50 yards to BUF 9, Center-B.Ferguson. A.Roberts to BUF 16 for 7 yards (K.Frazier).",2,4,6,"MIA","Punt","Return",45296,35527,NA,"MIA",41,53340,NA,NA,NA,7,7,NA,50,7,43,51,"Andre Roberts"
"2020092004--1862",8.73294130325318,16.0191249847412,14.8967788219452,-6.18568687438965,-8.80306243896484,-16.8068962097168,1.39989833583435,-0.00770949820677439,-0.0121613144874573,-6.18568687438965,16.0191249847412,14.8967788219452,2020092004,1862,"(1:57) M.Haack punts 58 yards to BUF 18, Center-B.Ferguson. A.Roberts ran ob at BUF 29 for 11 yards (A.Van Ginkel). PENALTY on BUF-T.Jones, Illegal Block Above the Waist, 10 yards, enforced at BUF 29.",2,4,11,"MIA","Punt","Return",45296,35527,NA,"MIA",24,7020,"IBW","BUF 25",10,7,17,NA,58,11,57,34,"Andre Roberts"
"2020092004--2025",-1.34085489273072,4.42449253797531,3.69805261492729,-7.33375970840454,-2.60658168792725,-5.08169239759445,-4.67254577159882,0.250918707677296,-0.238072972212519,-4.71159536361694,4.42449253797531,3.69805261492729,2020092004,2025,"(:42) C.Bojorquez punts 39 yards to MIA 24, Center-R.Ferguson. J.Grant to MIA 25 for 1 yard (S.Neal).",2,4,4,"BUF","Punt","Return",46903,43475,NA,"BUF",37,2520,NA,NA,NA,7,17,NA,39,1,38,73,"Jakeem Grant"
"2020092004--2175",0.749966361522674,5.68886601924896,6.1100527048111,-8.46358772277832,-2.75939559936523,-5.71446168422699,-2.61286069490472,-0.00372452456123975,0.00859564664412518,-4.82086193084717,5.68886601924896,6.1100527048111,2020092004,2175,"J.Sanders kicks 17 yards from MIA 35 to BUF 48. J.Johnson to BUF 47 for -1 yards (K.Grugier-Hill).",2,0,0,"MIA","Kickoff","Return",46298,47964,NA,"MIA",35,120,NA,NA,NA,10,17,NA,17,-1,18,45,"Jaquan Johnson"
"2020092004--3071",1.20925073623658,7.99454200267792,8.69332337379456,-14.2776097106934,-4.18600463867188,-9.14499747753143,-4.89245293145651,-0.00165879464411474,0.00492526934697078,-0.639056053161617,7.99454200267792,8.69332337379456,2020092004,3071,"(:39) C.Bojorquez punts 45 yards to MIA 46, Center-R.Ferguson. J.Grant to BUF 44 for 10 yards (T.Dodson).",3,4,2,"BUF","Punt","Return",46903,43475,NA,"BUF",9,2340,NA,NA,NA,13,17,NA,45,10,35,101,"Jakeem Grant"
"2020092005--103",8.32372634887695,18.9555854201317,18.7731757760048,-9.9961344909668,-14.9816284179688,-29.9774532318115,0.219035064351971,0.00345122094812064,-0.0038102978262408,5.64948432922363,18.9555854201317,18.7731757760048,2020092005,103,"M.Wishnowsky kicks 65 yards from SF 35 to NYJ 0. A.Davis to NYJ 27 for 27 yards (J.Ward).",1,0,0,"SF","Kickoff","Return",47893,52476,NA,"SF",35,52980,NA,NA,NA,0,7,NA,65,27,38,75,"Ashtyn Davis"
"2020092005--1842",0.771346588134776,26.6708731949329,26.4307309836149,-11.7532567596435,-3.26810455322266,-29.0415587723255,-2.10212983005813,-0.00664970651268959,-0.004288253773536,-11.7532567596435,26.6708731949329,26.4307309836149,2020092005,1842,"M.Wishnowsky kicks 66 yards from SF 35 to NYJ -1. J.Malone pushed ob at NYJ 16 for 17 yards (J.Tartt).",3,0,0,"SF","Kickoff","Return",47893,44941,NA,"SF",35,54000,NA,NA,NA,3,21,NA,66,17,49,45,"Josh Malone"
"2020092005--2581",4.10253288269043,18.9756257534027,24.8529324531555,-1.99075795173646,-2.93913269042969,-19.6616227626801,1.09297712730324,-0.0313356363255045,0.125222996525143,0.380285873413083,18.9756257534027,24.8529324531555,2020092005,2581,"S.Ficken kicks 62 yards from NYJ 35 to SF 3. J.McKinnon to SF 29 for 26 yards (J.Adams).",3,0,0,"NYJ","Kickoff","Return",44240,41325,NA,"NYJ",35,10140,NA,NA,NA,6,24,NA,62,26,36,75,"Jerick McKinnon"
"2020092005--3055",12.227589302063,19.8282568007708,19.8282568007708,-2.78619035720826,-4.49971389770508,-20.0464365035295,5.83999734320883,0.0188784207833015,0.000353390887632208,10.1817566680908,19.8282568007708,19.8282568007708,2020092005,3055,"M.Wishnowsky kicks 61 yards from SF 35 to NYJ 4. J.Malone to NYJ 36 for 32 yards (M.Wishnowsky). SF-D.Greenlaw was injured during the play.",4,0,0,"SF","Kickoff","Return",47893,44941,NA,"SF",35,37380,NA,NA,NA,6,31,NA,61,32,29,75,"Josh Malone"
"2020092005--41",1.15716013908387,20.467381477356,20.5087568759918,-6.37133125305175,-2.76993274688721,-22.7471914291382,-2.02607922489444,-0.00345124180118243,0.00288408994674683,-6.37133125305175,20.467381477356,20.5087568759918,2020092005,41,"S.Ficken kicks 61 yards from NYJ 35 to SF 4. J.McKinnon to SF 20 for 16 yards (A.Maulet; F.Luvu).",1,0,0,"NYJ","Kickoff","Return",44240,41325,NA,"NYJ",35,54000,NA,NA,NA,0,0,NA,61,16,45,45,"Jerick McKinnon"
"2020092005--672",6.8589421081543,20.1533160209656,18.8363019227982,-5.82411350250244,-4.99910163879395,-20.8376517295837,1.51812959795412,-0.0110941529273987,-0.0268354415893555,4.23392684936523,20.1533160209656,18.8363019227982,2020092005,672,"S.Ficken kicks 61 yards from NYJ 35 to SF 4. J.McKinnon to SF 33 for 29 yards (H.Langi).",1,0,0,"NYJ","Kickoff","Return",44240,41325,NA,"NYJ",35,13140,NA,NA,NA,3,7,NA,61,29,32,45,"Jerick McKinnon"
"2020092006--1574",-1.24443759918213,17.069146156311,18.9165124893188,-7.43956550598145,-3.78096199035645,-17.5240755081177,-3.85885333121907,-0.0779641238125888,0.049898438020186,-5.31153770446777,17.069146156311,18.9165124893188,2020092006,1574,"J.Elliott kicks 61 yards from PHI 35 to LA 4. N.Webster to LA 23 for 19 yards (R.Ford).",2,0,0,"PHI","Kickoff","Return",44966,48784,NA,"PHI",35,22200,NA,NA,NA,9,21,NA,61,19,42,75,"Nsimba Webster"
"2020092006--1945",0.720047512054443,11.4265189170837,11.445510327816,-9.56692680358887,-3.48082494735718,-11.603467464447,-2.50721314645793,-0.00292850602163027,-0.00042845655794013,-4.19602108001709,11.4265189170837,11.445510327816,2020092006,1945,"(1:01) C.Johnston punts 59 yards to LA 3, Center-R.Lovato. C.Kupp to LA 12 for 9 yards (T.Edwards). FUMBLES (T.Edwards), RECOVERED by PHI-K.Wallace at LA 11. K.Wallace to LA 11 for no gain (T.Rapp).",2,4,5,"PHI","Punt","Return",45603,44881,NA,"PHI",38,3660,NA,NA,NA,9,21,NA,59,8,51,72,"Cooper Kupp"
"2020092006--294",6.66816471099854,7.6724796295166,7.93573093414307,-4.83467071533203,-2.87159061431885,-7.92212677001953,2.31919280108284,-0.205623215320064,-0.0468416213989258,3.88976020812989,7.6724796295166,7.93573093414307,2020092006,294,"S.Sloman kicks 60 yards from LA 35 to PHI 5. B.Scott to PHI 30 for 25 yards (T.Burgess).",1,0,0,"LA","Kickoff","Return",52656,46270,NA,"LA",35,40500,NA,NA,NA,0,7,NA,60,25,35,75,"Boston Scott"
"2020092006--3405",28.7562252044678,13.7484602928162,12.9078917503357,-7.1185450553894,-3.43574905395508,-12.213668346405,12.1530939674377,0.0155999715938125,-0.00800296872161155,26.2445922088623,13.7484602928162,12.9078917503357,2020092006,3405,"S.Sloman kicks 59 yards from LA 35 to PHI 6. B.Scott ran ob at LA 49 for 45 yards (N.Webster). PENALTY on PHI-A.Singleton, Offensive Holding, 10 yards, enforced at PHI 22.",4,0,0,"LA","Kickoff","Return",52656,46270,NA,"LA",35,39180,"OH","PHI 49",10,19,31,NA,59,16,53,75,"Boston Scott"
"2020092006--40",1.31587405204773,22.531717300415,22.531717300415,-5.46996608734131,-3.36707353591919,-22.4635887145996,-2.31740997244672,0.050244168537419,-0.00630641565090273,-3.43171730041504,22.531717300415,22.531717300415,2020092006,40,"S.Sloman kicks 64 yards from LA 35 to PHI 1. B.Scott to PHI 21 for 20 yards (T.Rapp).",1,0,0,"LA","Kickoff","Return",52656,46270,NA,"LA",35,54000,NA,NA,NA,0,0,NA,64,20,44,75,"Boston Scott"
"2020092007--1025",1.73688655495643,8.22033596038818,8.4788990020752,-4.09653663635254,-2.27295815944672,-8.92860984802246,-1.19013809570671,0.101826286315918,0.120046699047089,-2.17034687042236,8.22033596038818,8.4788990020752,2020092007,1025,"(:01) D.Colquitt punts 36 yards to PIT 45, Center-K.Canaday. D.Spencer to PIT 36 for 9 yards (B.Snell).",1,4,18,"PIT","Punt","Return",29926,42051,NA,"PIT",9,60,NA,NA,NA,7,0,NA,36,9,27,101,"Diontae Spencer"
"2020092007--1199",5.10636194705964,17.1712132692337,16.7057932019234,-3.4451806640625,-2.487473487854,-18.1375313997269,0.249095802878343,-0.0184685426453749,-0.0141332658628623,-3.4451806640625,17.1712132692337,16.7057932019234,2020092007,1199,"B.McManus kicks 58 yards from DEN 35 to PIT 7. R.McCloud to PIT 22 for 15 yards (D.Tuszka).",2,0,0,"DEN","Kickoff","Return",40276,46256,NA,"DEN",35,43620,NA,NA,NA,7,3,NA,58,15,43,75,"Ray-Ray McCloud"
"2020092007--1589",75.6294534683228,9.45534348487854,9.5183140039444,-10.9942305374146,-4.98242378234863,-9.38339734077454,38.5666806534268,0.0608325999304159,0.00157461340064245,69.8171398544312,9.45534348487854,9.5183140039444,2020092007,1589,"(6:56) S.Martin punts 55 yards to PIT 19, Center-J.Bobenmoyer. D.Johnson for 81 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PIT-C.Sutton, Illegal Block Above the Waist, 10 yards, enforced at PIT 26.",2,4,12,"DEN","Punt","Return",40113,47849,NA,"DEN",26,24960,"IBW","PIT 20",10,7,3,NA,55,7,58,84,"Diontae Johnson"
"2020092007--2354",28.1772481536865,18.3630717396736,18.2830762267113,-4.46497833251953,-5.53549480438232,-17.261091530323,14.4069248903614,-0.0120106486425008,-0.00109582894468961,27.1001509094238,18.3630717396736,18.2830762267113,2020092007,2354,"B.McManus kicks 67 yards from DEN 35 to PIT -2. R.McCloud to PIT 47 for 49 yards (B.McManus).",3,0,0,"DEN","Kickoff","Return",40276,46256,NA,"DEN",35,54000,NA,NA,NA,17,3,NA,67,49,18,45,"Ray-Ray McCloud"
"2020092007--267",13.5430870008469,5.37518692016602,6.55597352981567,-11.0392613601685,-5.494056224823,-6.03370237350464,4.47284812409383,0.0191417901546924,-0.00840845200922582,10.1100707435608,4.26772773265839,4.82581186294556,2020092007,267,"(12:51) S.Martin punts 46 yards to PIT 5, Center-J.Bobenmoyer. D.Johnson pushed ob at PIT 23 for 18 yards (J.Butt).",1,4,12,"DEN","Punt","Return",40113,47849,NA,"DEN",49,46260,NA,NA,NA,0,0,NA,46,18,28,59,"Diontae Johnson"
"2020092007--3543",-0.724603822231288,22.3979156017303,22.2317323684692,-10.4806688690186,-5.64219284057617,-20.760237455368,-5.23547616768967,-0.0191953845999458,0.00148598714308305,-5.97868301391601,22.3979156017303,22.2317323684692,2020092007,3543,"C.Boswell kicks 70 yards from PIT 35 to DEN -5. K.Hamler to DEN 13 for 18 yards (J.Dangerfield, C.Claypool).",4,0,0,"PIT","Kickoff","Return",41953,52454,NA,"PIT",35,41160,NA,NA,NA,24,14,NA,70,18,52,45,"K.J. Hamler"
"2020092007--3671",14.4430755615234,6.01233053207397,7.66540622711182,-5.15444124221802,-2.99695181846619,-8.73536825180054,7.55506772237879,-0.0163694629232392,0.00497607966415755,11.2300378417969,6.01233053207397,7.66540622711182,2020092007,3671,"S.Martin kicks 52 yards from DEN 20 to PIT 28. D.Johnson ran ob at DEN 48 for 24 yards (D.Dawson).",4,0,0,"DEN","Kickoff","Return",40113,47849,NA,"DEN",20,36060,NA,NA,NA,26,14,NA,52,24,28,90,"Diontae Johnson"
"2020092007--42",-0.961653108596799,21.6842083930969,20.1461430191994,-9.06832168579101,-3.96877861022949,-25.5742115974426,-3.45258558898136,0.0127668380737305,-0.118413890230245,-9.06832168579101,21.6842083930969,20.1461430191994,2020092007,42,"C.Boswell kicks 61 yards from PIT 35 to DEN 4. D.Spencer to DEN 20 for 16 yards (C.Claypool).",1,0,0,"PIT","Kickoff","Return",41953,42051,NA,"PIT",35,54000,NA,NA,NA,0,0,NA,61,16,45,75,"Diontae Spencer"
"2020092007--788",3.4209085226059,21.0099792480469,24.0723252296448,-3.78574630737305,-2.75331544876099,-22.9791660308838,-1.24056475583897,-0.0316941072774488,0.0881840461908385,-3.50675590515137,21.0099792480469,24.0723252296448,2020092007,788,"C.Boswell kicks 67 yards from PIT 35 to DEN -2. D.Spencer to DEN 20 for 22 yards (D.Watt).",1,0,0,"PIT","Kickoff","Return",41953,42051,NA,"PIT",35,15780,NA,NA,NA,7,0,NA,67,22,45,75,"Diontae Spencer"
"2020092008--1998",2.47223163604737,4.12398195266724,5.34529733657837,-5.51265029907226,-2.67536854743958,-4.0140974521637,-0.796547344670149,-0.0593962199760206,-0.0229155294822924,-5.51265029907226,1.63120317459106,0.142426490783691,2020092008,1998,"(:55) B.Pinion punts 47 yards to CAR 25, Center-Z.Triner. P.Cooper to CAR 24 for -1 yards (A.Nelson).",2,4,13,"TB","Punt","Return",42508,43406,NA,"TB",28,3300,NA,NA,NA,21,0,NA,47,-1,48,82,"Pharoh Cooper"
"2020092008--859",-2.04356672286987,4.49837003648281,4.49837003648281,-5.62933135986328,-1.69512510299683,-4.04312501847744,-3.39800538311834,0.0841448974350224,-0.0367372450621232,-3.67785196304321,4.49837003648281,4.49837003648281,2020092008,859,"(1:19) J.Charlton punts 44 yards to TB 15, Center-J.Jansen. J.Mickens to TB 15 for no gain (J.Chinn; J.Stanford).",1,4,10,"CAR","Punt","Return",53146,44029,NA,"CAR",41,4740,NA,NA,NA,14,0,NA,44,0,44,69,"Jaydon Mickens"
"2020092009--1366",-3.47781248092651,5.64162588119507,4.06377156078815,-8.89943836212158,-4.45764684677124,-10.0992727279663,-5.94634745279948,1.78492368509372,-1.52155576894681,-3.47781248092651,4.17079202085733,4.06377156078815,2020092009,1366,"(7:43) L.Cooke punts 45 yards to TEN 15, Center-R.Matiscik. K.Raymond ran ob at TEN 15 for no gain.",2,4,21,"JAX","Punt","Return",46316,43584,NA,"JAX",40,27780,NA,NA,NA,14,7,NA,45,0,45,70,"Kalif Raymond"
"2020092009--2080",0.399999999999999,9.66331100463867,9.87653940916061,-7.27512195587158,-3.07467150688171,-10.6070156097412,-2.25356749971708,0.0724329352378845,0.00118004033962886,-4.33882656097412,9.66331100463867,9.87653940916061,2020092009,2080,"J.Lambo kicks 16 yards from JAX 35 to TEN 49. J.Kalu to JAX 49 for 2 yards (D.Thomas).",2,0,0,"JAX","Kickoff","Return",43068,46846,NA,"JAX",35,720,NA,NA,NA,21,10,NA,16,2,14,75,"Joshua Kalu"
"2020092009--3108",0.0900000000000034,17.6723911762238,16.6516079902649,-5.15157920837402,-2.19780921936035,-17.3624355792999,-1.36227676020161,-0.0143405082733961,-0.0166931776887357,-3.93317436218261,17.6723911762238,16.6516079902649,2020092009,3108,"L.Cooke kicks 60 yards from JAX 35 to TEN 5. K.Raymond to TEN 22 for 17 yards (S.Quarterman, B.Watson).",4,0,0,"JAX","Kickoff","Return",46316,43584,NA,"JAX",35,51360,NA,NA,NA,30,23,NA,60,17,43,45,"Kalif Raymond"
"2020092009--3469",-0.177951741218564,14.2015764713287,14.7520892620087,-7.56683242797851,-2.57882571220398,-13.9422018527985,-2.47166633449495,-0.0488128773868084,0.0454213581979275,-7.19745780944824,14.2015764713287,14.7520892620087,2020092009,3469,"L.Cooke kicks 56 yards from JAX 35 to TEN 9. K.Raymond to TEN 21 for 12 yards (S.Quarterman).",4,0,0,"JAX","Kickoff","Return",46316,43584,NA,"JAX",35,26700,NA,NA,NA,30,30,NA,56,12,44,45,"Kalif Raymond"
"2020092009--42",7.27003465652466,23.9719404578209,24.2679872512817,-4.7069734954834,-4.8349494934082,-24.1723932623863,0.754758979334972,0.0113565118023843,0.0031671045404492,-1.93543678283692,23.9719404578209,24.2679872512817,2020092009,42,"L.Cooke kicks 65 yards from JAX 35 to TEN 0. K.Raymond to TEN 23 for 23 yards (L.Cooke).",1,0,0,"JAX","Kickoff","Return",46316,43584,NA,"JAX",35,54000,NA,NA,NA,0,0,NA,65,23,42,45,"Kalif Raymond"
"2020092010--1089",1.41,23.126483798027,22.5467757787555,-6.50051620483399,-3.84142470359802,-25.5431135892868,-2.35259052297804,0.00480551057391696,-0.00931865726080206,-6.50051620483399,23.126483798027,22.5467757787555,2020092010,1089,"Z.Gonzalez kicks 68 yards from ARI 35 to WAS -3. S.Sims to WAS 17 for 20 yards (D.Gardeck).",2,0,0,"ARI","Kickoff","Return",45037,48051,NA,"ARI",35,54000,NA,NA,NA,14,0,NA,68,20,48,45,"Steven Sims"
"2020092010--140",-0.810146450996399,10.2207033634186,9.9107768535614,-16.2576152038574,-4.46533393859863,-8.60143876075745,-6.04957400798797,-0.0890336632728577,-0.0300523684575008,-10.4757250595093,10.2207033634186,9.9107768535614,2020092010,140,"(13:43) T.Way punts 51 yards to ARI 38, Center-N.Sundberg. C.Kirk to ARI 42 for 4 yards (C.Sims). PENALTY on WAS-K.Hudson, Offensive Holding, 10 yards, enforced at ARI 42.",1,4,7,"WAS","Punt","Return",40600,46116,NA,"WAS",11,49380,"OH","WAS 47",-10,0,0,NA,51,4,37,21,"Christian Kirk"
"2020092010--1937",0.538111429214482,20.9558076858521,20.9869922995567,-15.219033203125,-8.56975555419922,-21.2988939285278,-5.44950881458918,0.0232615073521932,0.011961141427358,-9.78256767272948,20.9558076858521,20.9869922995567,2020092010,1937,"Z.Gonzalez kicks 62 yards from ARI 35 to WAS 3. S.Sims pushed ob at WAS 16 for 13 yards (K.Peterson; E.Turner).",2,0,0,"ARI","Kickoff","Return",45037,48051,NA,"ARI",35,6540,NA,NA,NA,20,0,NA,62,13,49,45,"Steven Sims"
"2020092010--2348",1.39036269821226,3.99105644226074,4.41940635442734,-5.9508570098877,-1.89089870452881,-4.63688182830811,-1.75280412670134,-0.0122605765738138,0.0104475588333316,-0.513740081787109,3.99105644226074,4.41940635442734,2020092010,2348,"(13:19) A.Lee punts 58 yards to WAS 11, Center-A.Brewer. S.Sims to WAS 15 for 4 yards (D.Gardeck).",3,4,4,"ARI","Punt","Return",29141,48051,NA,"ARI",31,47940,NA,NA,NA,20,0,NA,58,4,54,79,"Steven Sims"
"2020092010--2725",-0.667135667800899,2.81962776184082,2.53670382499695,-6.38906459808349,-1.46533155441284,-3.32026863098145,-2.66701543267568,0.297267590959867,-0.108627324302991,-0.667135667800899,1.55305735766888,1.38897904753685,2020092010,2725,"(8:19) A.Lee punts 44 yards to WAS 42, Center-A.Brewer. G.Stroman to WAS 43 for 1 yard (T.Sherfield).",3,4,26,"ARI","Punt","Return",29141,46310,NA,"ARI",14,29940,NA,NA,NA,20,0,NA,44,1,43,96,"Greg Stroman"
"2020092010--40",0.0377636682987195,19.0082492828369,18.7928417921066,-8.10731903076172,-2.96240878105164,-21.1303100585938,-3.16440400705781,-0.0186850719673689,-0.00460136213967966,-8.10731903076172,19.0082492828369,18.7928417921066,2020092010,40,"Z.Gonzalez kicks 59 yards from ARI 35 to WAS 6. S.Sims to WAS 20 for 14 yards (I.Simmons, E.Turner). PENALTY on WAS-C.Sims, Illegal Block Above the Waist, 7 yards, enforced at WAS 15.",1,0,0,"ARI","Kickoff","Return",45037,48051,NA,"ARI",35,54000,"IBW","WAS 89",7,0,0,NA,59,9,57,75,"Steven Sims"
"2020092010--4035",1.82833531856537,8.3805718421936,8.88825178146362,-11.798134727478,-2.54695987701416,-9.7532172203064,-5.90586545608662,-0.102318300141229,0.00114149958999069,-11.1248306274414,8.3805718421936,8.88825178146362,2020092010,4035,"D.Hopkins kicks 52 yards from WAS 35 to ARI 13. C.Edmonds MUFFS catch, and recovers at ARI 16. C.Edmonds to ARI 16 for no gain (D.Everett).",4,0,0,"WAS","Kickoff","Muffed",40125,46203,NA,"WAS",35,23880,NA,NA,NA,27,15,NA,52,0,49,75,"Chase Edmonds"
"2020092010--633",-1.89183110237121,4.85946178436279,4.82234060764313,-8.44797592163086,-3.66462922096252,-5.59309053421021,-3.73109449338912,0.174028778076172,-0.0341382920742035,-4.79474376678466,4.85946178436279,4.82234060764313,2020092010,633,"(6:55) T.Way punts 53 yards to ARI 8, Center-N.Sundberg. A.Isabella to ARI 9 for 1 yard (C.Sims).",1,4,10,"WAS","Punt","Return",40600,47845,NA,"WAS",39,24900,NA,NA,NA,7,0,NA,53,1,52,49,"Andy Isabella"
